R.Varane	(D)	MUN	£4.9	18 (5)	1170	8	2	8	1	0.81	1	4%	4%	1.2	1	1	0	0.35	0	54.66	233	2	36
Awoniyi	(F)	NFO	£6.3	16 (4)	1012	22	11	20	10	4.85	6	32%	45%	5.8	9	10	2	0.9	3	54.41	236	5	63
Antony	(M)	MUN	£6.8	21 (10)	946	26	6	13	1	1.5	0	10%	0%	2.9	0	16	5	1.35	0	54.13	116	0	31
Coufal	(D)	WHU	£4.6	25 (0)	2213	2	0	0	0	0.04	0	6%	14%	2.1	6	26	4	2.03	6	54.11	403	7	68
Zouma	(D)	WHU	£4.5	23 (0)	1998	14	6	14	2	1.6	2	5%	5%	1.6	2	2	0	0.02	0	53.79	315	4	57
Álvarez	(M)	WHU	£5	23 (1)	1839	15	3	7	1	1.27	1	6%	5%	1.9	2	9	0	0.62	1	53.48	276	3	51
Caicedo	(M)	CHE	£4.5	23 (2)	1854	6	1	0	0	0.23	0	3%	2%	1.3	1	14	2	1.03	1	53.46	270	0	44
Patterson	(D)	EVE	£4.3	19 (10)	955	4	0	2	1	0.34	0	4%	10%	1.4	2	8	3	1.02	2	53.32	181	3	34
Tielemans	(M)	AVL	£5.6	23 (14)	993	8	4	4	1	0.92	1	6%	10%	2.5	5	12	3	1.55	4	53.26	190	0	49
J.Palhinha	(M)	FUL	£5	22 (1)	1853	24	9	15	2	1.65	3	8%	14%	2.2	4	9	0	0.52	1	53.15	268	7	63
Norwood	(M)	SHU	£4.8	23 (7)	1394	15	6	1	1	1.1	1	11%	5%	2.3	1	15	1	1.22	0	52.52	221	3	40
Turner	(G)	NFO	£3.9	17 (0)	1530	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	52.33	281	0	42
Olise	(M)	CRY	£5.6	11 (3)	755	31	10	21	3	3.12	6	42%	56%	6.0	9	22	5	2.86	3	51.87	269	14	72
L.Cook	(M)	BOU	£5	21 (1)	1715	5	2	1	0	0.12	0	6%	11%	1.9	3	26	2	1.82	3	51.85	283	5	51
Tomiyasu	(D)	ARS	£4.5	13 (8)	630	8	2	5	0	0.48	1	4%	8%	0.9	2	2	0	0.41	1	51.81	147	3	39
Stones	(D)	MCI	£5.3	13 (3)	863	3	1	1	0	0.23	0	2%	0%	0.6	0	5	0	0.34	0	51.63	195	1	41
Semenyo	(F)	BOU	£4.5	22 (6)	1252	42	20	28	4	2.66	5	11%	24%	3.8	8	17	5	1.18	3	51.23	230	8	68
Dominguez	(M)	NFO	£5	18 (1)	1285	19	5	15	2	1.2	2	9%	17%	2.3	4	8	2	1.06	2	51.19	230	6	59
Odobert	(M)	BUR	£5	18 (4)	1170	27	8	13	1	1.45	3	20%	42%	3.3	5	16	3	1.83	2	50.79	200	3	55
Veltman	(D)	BHA	£4.3	19 (9)	1035	3	2	2	0	0.23	0	2%	3%	0.6	1	3	1	0.4	1	50.61	184	0	23
Kovačić	(M)	MCI	£4.7	19 (9)	947	13	3	3	1	0.72	0	5%	0%	1.9	0	11	3	1.17	0	50.56	183	0	32
Welbeck	(F)	BHA	£5.7	18 (4)	1006	28	12	20	9	3.39	3	13%	17%	4.5	6	11	3	1.11	3	50	166	4	51
Robinson	(D)	SHU	£4.3	26 (2)	2233	8	3	7	2	0.83	0	6%	5%	1.5	1	8	1	0.66	1	49.58	299	1	21
Hudson-Odoi	(M)	NFO	£4.7	18 (7)	1049	15	8	9	1	1.23	4	10%	29%	2.4	6	19	3	1.16	2	49.26	216	11	66
Mee	(D)	BRE	£4.8	16 (1)	1276	10	2	9	2	1.57	2	10%	14%	2.4	3	6	0	0.78	1	49.09	210	3	39
Gravenberch	(M)	LIV	£5	19 (10)	846	15	6	6	1	1.53	0	5%	0%	2.4	0	11	1	0.91	0	49	107	0	28
Beto	(F)	EVE	£5.7	22 (16)	677	34	9	27	9	4.43	2	13%	7%	4.6	2	10	3	0.18	0	49	63	0	32
Van de Ven	(D)	TOT	£4.4	17 (0)	1483	5	1	4	1	0.35	1	2%	3%	0.6	1	1	0	0.22	0	48.97	329	4	51
Maguire	(D)	MUN	£4.2	16 (3)	1155	13	2	13	3	1.6	1	9%	17%	2.5	4	6	2	0.91	3	48.88	251	4	56
Chong	(M)	LUT	£4.7	21 (12)	1026	21	5	15	3	1.59	2	10%	15%	2.6	4	7	0	0.99	2	48.79	118	0	43
Højbjerg	(M)	TOT	£5.2	25 (19)	977	12	3	2	0	0.41	0	4%	0%	1.6	0	4	1	1.23	0	48.65	160	0	29
Smith	(D)	BOU	£4.4	17 (3)	1277	0	0	0	0	0	0	3%	7%	0.9	2	7	1	0.9	2	48.61	217	0	45
N.Aguerd	(D)	WHU	£4.4	19 (0)	1687	14	4	12	3	1.37	1	7%	4%	1.7	1	3	0	0.37	0	48.51	250	0	34
Jones	(M)	LIV	£4.9	17 (5)	956	15	5	10	1	1.9	1	7%	5%	2.7	2	8	1	0.77	1	48.5	152	2	34
Kamara	(M)	AVL	£5	20 (0)	1659	5	1	3	0	0.13	0	4%	2%	1.5	1	20	1	1.39	1	48.41	247	1	40
Bruun Larsen	(M)	BUR	£4.8	21 (16)	542	18	5	8	1	1.44	2	10%	11%	1.9	2	12	0	0.5	0	48.22	104	0	36
Kerkez	(D)	BOU	£4.4	20 (5)	1405	7	1	4	0	0.3	0	3%	4%	0.9	1	6	1	0.57	1	48.2	206	1	42
Boly	(D)	NFO	£4.5	15 (2)	999	11	5	10	2	1.33	1	12%	6%	2.0	1	5	2	0.66	0	47.53	192	3	37
Bissouma	(M)	TOT	£5	18 (1)	1402	18	4	5	1	0.95	0	7%	0%	2.3	0	7	0	1.33	0	47.51	205	0	29
Toffolo	(D)	NFO	£4.4	16 (4)	1147	8	5	5	2	1.1	1	12%	24%	2.2	4	18	3	1.13	3	47.23	217	3	44
Steele	(G)	BHA	£4.2	15 (0)	1350	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	47.03	270	5	41
Bell	(D)	LUT	£3.9	21 (0)	1722	2	2	1	1	0.38	0	3%	0%	0.8	0	8	0	0.43	0	47.01	263	3	35
Gudmundsson	(M)	BUR	£4.8	19 (7)	1053	10	3	8	2	0.87	0	16%	11%	3.0	2	31	4	2.14	2	46.91	146	0	33
Alex Moreno	(D)	AVL	£5.2	14 (5)	841	7	4	6	3	1.08	2	8%	7%	2.0	2	11	1	0.95	0	46.9	167	5	37
Koleosho	(M)	BUR	£4.8	15 (2)	984	23	5	14	3	1.96	1	22%	20%	3.0	3	11	2	1.07	2	46.61	80	0	40
O'Shea	(D)	BUR	£4.4	23 (1)	2017	13	3	13	1	0.5	1	5%	18%	1.1	4	9	2	0.55	3	46.6	335	1	42
Robertson	(D)	LIV	£6.4	14 (3)	1034	4	3	4	2	0.68	1	8%	6%	2.6	2	32	4	1.88	1	46.45	251	3	35
C.Richards	(D)	CRY	£3.9	18 (3)	1371	6	1	6	1	0.31	1	2%	4%	0.4	1	3	0	0.13	0	46.44	207	2	31
J.Ramsey	(M)	AVL	£5.9	16 (8)	850	19	5	13	2	2.09	1	12%	5%	3.5	2	10	1	1.38	1	46.36	101	0	29
Hughes	(M)	CRY	£4.9	20 (5)	1307	4	2	1	0	0.17	0	7%	0%	1.4	0	17	1	1.2	0	46.28	158	0	35
Mangala	(M)	NFO	£5	20 (1)	1569	10	1	6	1	0.77	1	5%	5%	1.1	1	6	0	0.28	0	46.27	186	0	40
Townsend	(M)	LUT	£5	17 (7)	839	17	6	3	1	1.38	1	13%	15%	2.9	4	12	2	1.49	3	46.13	150	3	45
Sinisterra	(M)	BOU	£5.5	17 (12)	580	20	7	15	2	1.99	2	11%	17%	2.8	4	14	2	0.85	2	46.08	130	2	40
Estupiñan	(D)	BHA	£5	15 (4)	976	10	6	5	2	0.98	2	10%	16%	3.1	5	25	4	2.12	3	46.04	231	7	48
McBurnie	(F)	SHU	£5.4	15 (5)	840	21	11	21	8	3.92	4	35%	43%	5.1	6	8	2	1.2	2	45.02	140	5	42
Joelinton	(M)	NEW	£5.8	16 (2)	1138	15	7	9	4	2.2	2	9%	11%	2.9	3	18	3	0.67	1	44.99	180	3	41
Bassey	(D)	FUL	£4.4	18 (4)	1310	3	2	3	0	0.23	1	1%	3%	0.3	1	2	0	0.1	0	44.93	246	2	39
Onyeka	(M)	BRE	£4.9	20 (11)	1000	21	8	13	2	1.8	0	10%	8%	3.2	2	11	2	1.4	2	44.89	106	0	28
Miley	(M)	NEW	£4.5	16 (2)	1195	13	3	10	2	1.22	1	8%	10%	2.3	3	11	3	1.08	2	44.87	218	1	40
Igor	(D)	BHA	£4.3	15 (4)	987	2	0	1	0	0.1	0	1%	0%	0.3	0	4	0	0.23	0	44.86	164	1	16
Danilo	(M)	NFO	£5.3	20 (9)	1060	14	4	3	1	0.58	1	5%	3%	1.2	1	5	1	0.64	0	44.74	159	2	35
Reguilón	(D)	BRE	£4.4	16 (6)	923	12	2	8	0	0.74	0	9%	18%	2.0	3	14	2	1.3	3	44.69	184	5	40
Mpanzu	(M)	LUT	£4.7	20 (12)	826	10	1	4	1	0.53	0	8%	0%	1.9	0	5	1	1.37	0	44.68	80	0	28
Diego Carlos	(D)	AVL	£4.4	17 (4)	1158	5	1	5	0	0.58	0	3%	0%	0.9	0	4	0	0.29	0	44.67	222	1	38
Bellegarde	(M)	WOL	£4.9	18 (10)	794	14	5	10	1	1.15	2	8%	11%	1.9	3	11	1	0.75	1	44.64	129	1	37
Tsimikas	(D)	LIV	£4.5	12 (4)	671	3	0	1	0	0.09	0	5%	12%	1.4	3	16	2	1.26	3	44.52	199	4	47
Reed	(M)	FUL	£4.5	21 (9)	1075	7	1	1	0	0.19	0	4%	3%	1.1	1	9	0	0.89	1	44.33	147	0	37
Buonanotte	(M)	BHA	£4.7	19 (7)	946	16	7	11	3	1.8	3	9%	13%	2.7	4	17	4	0.86	1	43.76	122	1	43
Evans	(D)	MUN	£4	17 (6)	1000	1	0	1	0	0.06	0	1%	4%	0.3	1	4	1	0.25	1	43.67	214	3	38
Grealish	(M)	MCI	£7.2	14 (7)	703	16	5	13	3	1.93	3	14%	12%	4.0	4	20	3	2.06	1	42.56	166	6	41
Ream	(D)	FUL	£4.5	17 (1)	1415	1	1	1	1	0.96	1	5%	5%	1.1	1	0	0	0.16	0	42.54	252	4	39
Brown	(F)	LUT	£4.9	19 (7)	1020	26	7	22	4	2.81	2	15%	11%	3.3	3	8	1	0.44	1	42.52	115	3	39
Danjuma	(M)	EVE	£5.2	14 (9)	587	25	9	17	6	2.63	1	13%	12%	3.0	1	6	1	0.42	0	42.36	53	0	26
Eriksen	(M)	MUN	£5.8	16 (7)	885	9	4	3	1	0.72	1	13%	11%	2.8	2	18	2	2.04	1	42.36	186	4	35
Ahmedhodžić	(D)	SHU	£4.3	21 (1)	1819	15	3	12	5	2.41	1	13%	6%	2.5	1	1	0	0.13	0	42.28	219	4	23
Lindelof	(D)	MUN	£4.5	17 (5)	1173	4	2	4	0	0.33	1	3%	8%	0.7	2	8	0	0.41	1	42.21	232	3	46
Casemiro	(M)	MUN	£5.3	14 (0)	1090	24	5	14	4	2.45	1	13%	9%	3.0	2	10	1	0.56	1	42.05	160	0	32
Lamptey	(D)	BHA	£3.9	12 (5)	563	5	0	2	1	0.28	0	4%	12%	0.8	3	5	0	0.47	3	42.01	113	0	24
Ansu Fati	(M)	BHA	£6.4	14 (12)	410	20	9	17	6	3.13	2	17%	11%	3.6	3	6	1	0.48	1	41.8	76	1	29
Bogle	(D)	SHU	£4.5	23 (2)	1849	17	4	13	1	1.41	1	11%	18%	2.2	3	8	0	0.79	2	41.62	218	0	33
O.Dango	(M)	BOU	£4.7	18 (13)	528	14	2	10	1	1.26	0	7%	0%	1.8	0	8	0	0.53	0	41.49	85	0	21
Taylor	(D)	BUR	£4	19 (1)	1633	7	1	1	0	0.13	1	6%	12%	1.1	2	8	4	0.93	1	41.19	250	1	36
Muniz	(F)	FUL	£4.5	15 (7)	782	33	11	29	5	3.03	5	22%	38%	3.8	6	11	1	0.79	1	41.11	169	9	54
Trusty	(D)	SHU	£3.9	21 (3)	1682	5	1	4	1	0.26	0	3%	0%	0.6	0	4	2	0.29	0	40.77	223	0	20
Niakhaté	(D)	NFO	£4.5	16 (4)	1158	5	1	5	1	1.3	1	7%	4%	1.5	1	3	0	0.23	0	40.72	199	1	25
Botman	(D)	NEW	£4.5	16 (2)	1288	9	2	9	1	0.57	2	3%	10%	1.1	4	5	2	0.51	2	40.59	285	4	50
Dubravka	(G)	NEW	£4.2	13 (1)	1084	0	0	0	0	0	0	0%	0%	0.0	0	1	0	0	0	40.59	249	1	42
Rodriguez	(F)	BUR	£5.3	16 (9)	726	18	7	14	6	3.33	2	24%	21%	3.4	3	4	0	0.07	1	40.56	107	3	36
Petrović	(G)	CHE	£4.5	11 (1)	906	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	40.52	196	3	35
Verbruggen	(G)	BHA	£4.4	12 (0)	1080	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	40.52	215	2	30
Jorginho	(M)	ARS	£5.3	17 (10)	658	4	0	0	0	0.1	0	3%	2%	1.0	1	7	1	0.9	1	40.39	125	0	28
Gana	(M)	EVE	£4.8	18 (1)	1307	20	3	6	1	1.03	1	5%	5%	1.6	1	10	1	0.58	0	40.3	192	2	33
Lascelles	(D)	NEW	£4	15 (3)	1063	6	1	6	2	0.74	1	3%	4%	0.9	1	2	0	0.12	0	39.95	209	3	45
Foster	(F)	BUR	£4.7	14 (1)	1133	20	9	16	4	2	4	20%	47%	2.6	7	10	1	0.58	3	39.77	166	4	52
E.Royal	(D)	TOT	£4.3	18 (9)	953	5	3	1	0	0.19	1	3%	3%	0.9	1	2	1	0.75	0	38.88	200	4	26
Endo	(M)	LIV	£5.4	19 (8)	998	8	2	2	0	0.32	1	3%	2%	1.6	1	11	2	1.23	0	38.69	145	0	30
Hinshelwood	(M)	BHA	£4.5	12 (4)	869	14	8	14	4	2.1	3	12%	17%	2.5	3	8	1	0.36	0	38.56	155	5	42
Chilwell	(D)	CHE	£5.4	12 (3)	746	11	3	8	2	1.08	0	13%	7%	2.7	1	14	3	1.62	1	38.1	111	2	20
Doyle	(M)	WOL	£4.4	18 (12)	724	6	2	0	0	0.19	0	3%	0%	0.8	0	3	1	0.64	0	38.07	129	0	25
Lallana	(M)	BHA	£4.9	19 (9)	651	5	2	3	0	0.31	0	6%	3%	1.7	1	12	2	1.37	1	37.83	79	0	23
Al-Dakhil	(D)	BUR	£3.8	13 (1)	1055	8	3	5	1	1.28	1	15%	10%	1.8	1	2	0	0.54	0	37.8	127	0	19
Antonio	(F)	WHU	£5.7	15 (3)	922	10	4	8	3	1.8	2	13%	14%	3.0	4	6	1	1.17	2	36.62	114	4	40
Mengi	(D)	LUT	£3.9	19 (2)	1581	8	3	5	1	0.42	1	4%	3%	0.9	1	4	0	0.5	0	36.54	221	1	30
Benrahma	(M)	WHU	£5.6	13 (8)	616	19	6	10	2	1.91	0	14%	5%	2.7	1	11	2	0.77	1	35.96	64	0	20
Burke	(D)	LUT	£4	12 (2)	856	11	4	8	3	1.79	0	10%	11%	2.0	2	7	2	0.21	2	35.7	134	0	24
Milner	(M)	BHA	£4.8	15 (4)	778	5	1	3	0	0.29	0	9%	8%	2.5	2	16	2	2.18	2	35.69	146	0	28
Zaniolo	(M)	AVL	£5.4	18 (11)	552	19	5	15	3	1.68	1	7%	3%	2.3	1	8	0	0.58	0	35.62	5	0	20
Brooks	(M)	BOU	£4.7	13 (11)	273	13	5	8	4	2.45	1	16%	12%	2.9	2	8	2	0.47	1	34.86	71	2	23
R.Lewis	(D)	MCI	£4.2	10 (5)	454	2	2	1	1	0.31	1	4%	4%	0.7	1	5	2	0.43	0	34.81	121	1	32
Beyer	(D)	BUR	£3.9	15 (0)	1238	5	0	5	0	0.56	0	6%	6%	0.8	1	3	1	0.19	1	34.71	236	4	30
Matheus N.	(M)	MCI	£4.7	13 (5)	682	4	2	3	1	0.41	0	8%	8%	1.9	2	10	2	1.51	2	34.7	101	1	25
H.Bueno	(D)	WOL	£4.4	14 (10)	424	4	0	3	0	0.29	0	3%	0%	0.6	0	4	1	0.28	0	34.52	84	0	21
Aina	(D)	NFO	£4.5	14 (2)	994	6	1	0	0	0.17	1	3%	10%	0.6	2	5	0	0.43	1	34.13	162	2	34
Yarmoliuk	(M)	BRE	£4.3	16 (12)	419	6	3	4	2	0.7	0	4%	0%	1.1	0	2	0	0.45	0	33.88	54	0	18
Kelly	(D)	BOU	£4.5	14 (2)	1013	2	1	2	0	0.19	0	2%	0%	0.4	0	5	0	0.18	0	33.82	172	3	25
Ghoddos	(M)	BRE	£4.5	16 (9)	698	9	2	3	0	0.3	1	5%	5%	1.2	1	9	2	0.94	0	33.5	114	0	23
Lukić	(M)	FUL	£4.3	15 (9)	572	6	1	3	1	0.73	0	6%	0%	1.1	0	5	0	0.33	0	33.34	67	0	21
Diop	(D)	FUL	£4.4	15 (2)	1156	4	1	3	0	0.18	0	3%	0%	0.6	0	0	0	0.4	0	33.06	219	3	38
Tosin	(D)	FUL	£4.3	13 (2)	992	9	3	7	0	0.38	1	3%	4%	0.5	1	1	0	0.14	0	32.65	207	2	43
Toney	(F)	BRE	£8.2	8 (0)	720	24	12	15	9	3.12	4	34%	38%	3.9	5	5	2	0.73	1	32.49	123	4	37
Aurier	(D)	NFO	£4.5	12 (2)	834	6	1	4	0	0.16	0	5%	15%	0.6	2	4	1	0.45	2	32.48	137	3	27
Broja	(F)	FUL	£4.9	16 (10)	490	13	2	13	4	2.24	1	9%	6%	2.5	2	3	0	0.22	1	32.44	50	0	27
Aarons	(D)	BOU	£4.4	14 (2)	1084	1	0	0	0	0.02	0	5%	8%	0.9	1	7	2	0.87	1	32.09	174	0	23
Skipp	(M)	TOT	£4.5	17 (13)	571	3	1	2	1	0.72	0	3%	0%	1.0	0	7	0	0.32	0	32.01	87	0	18
Kaboré	(D)	LUT	£4	17 (3)	1157	6	1	5	0	0.22	0	8%	10%	1.7	2	10	4	1.44	2	31.84	146	3	26
Matip	(D)	LIV	£4.8	10 (1)	783	5	0	5	1	0.48	0	3%	0%	0.6	0	2	0	0.11	0	31.81	145	0	21
Cullen	(M)	BUR	£5	14 (2)	1078	6	1	2	0	0.17	0	10%	10%	1.2	1	9	1	1.04	1	31.49	153	0	23
M.Trésor	(M)	BUR	£5.3	14 (11)	401	5	0	3	1	0.37	0	7%	0%	0.9	0	7	1	0.54	0	31.06	68	0	18
Mainoo	(M)	MUN	£4.4	13 (0)	1035	5	2	1	0	0.19	1	5%	5%	0.9	1	7	0	0.7	0	30.63	156	3	33
March	(M)	BHA	£6.1	7 (0)	558	14	6	8	4	2.1	3	21%	25%	3.1	4	7	2	0.97	1	30.24	134	6	39
P.Fornals	(M)	WHU	£4.6	15 (11)	419	7	3	4	0	0.31	0	3%	0%	0.7	0	5	1	0.34	0	30.12	68	0	19
Smith Rowe	(M)	ARS	£5.3	10 (8)	229	10	6	7	1	1.35	0	7%	3%	1.7	1	2	0	0.35	1	29.94	47	0	17
A.Ramsey	(M)	BUR	£5	14 (9)	524	6	2	5	0	0.35	0	6%	0%	0.8	0	1	1	0.48	0	29.43	62	0	18
Sambi	(M)	LUT	£4.9	12 (1)	877	7	1	2	0	0.27	0	5%	10%	0.9	2	7	1	0.64	2	29.21	146	1	28
Webster	(D)	BHA	£4.2	10 (1)	767	5	1	5	0	0.37	0	3%	0%	0.6	0	4	0	0.25	0	29.18	142	0	13
Madueke	(M)	CHE	£5.3	12 (8)	344	10	4	8	1	1.17	2	9%	12%	1.8	2	7	0	0.64	0	29.17	85	1	24
Damsgaard	(M)	BRE	£4.8	13 (11)	353	4	3	4	1	0.46	0	5%	11%	1.0	2	7	3	0.51	2	29.15	80	0	22
De Bruyne	(M)	MCI	£10.6	8 (3)	424	16	3	5	1	0.9	1	16%	26%	2.9	5	24	6	2.03	4	29.12	138	4	33
Lenglet	(D)	AVL	£4.5	10 (0)	872	6	1	5	1	0.71	0	6%	5%	1.2	1	2	1	0.51	1	28.99	172	0	24
C.Doucouré	(M)	CRY	£4.9	11 (0)	921	6	2	2	0	0.28	0	8%	0%	1.0	0	10	1	0.76	0	28.93	141	0	21
Baleba	(M)	BHA	£4.5	16 (8)	673	10	2	2	0	0.45	0	2%	0%	0.6	0	5	0	0.1	0	28.88	90	0	16
Roberts	(D)	BUR	£4.3	14 (6)	819	0	0	0	1	0	0	3%	7%	0.3	1	7	0	0.35	1	28.87	111	0	12
Nakamba	(M)	LUT	£4.3	13 (0)	1134	5	0	2	0	0.18	0	5%	0%	0.7	0	7	0	0.49	0	28.26	131	0	21
Mavropanos	(D)	WHU	£4.5	12 (3)	901	6	1	6	1	0.57	1	4%	5%	0.6	1	1	0	0.06	0	28.21	161	3	34
Giles	(D)	LUT	£4.2	11 (6)	501	2	2	2	0	0.12	0	7%	0%	0.7	0	5	0	0.56	0	28.09	81	0	11
Wan-Bissaka	(D)	MUN	£4.4	12 (2)	884	2	1	0	0	0.07	0	7%	6%	1.1	1	5	1	1.03	1	27.93	188	5	29
Barnes	(M)	NEW	£6.2	11 (8)	355	12	4	7	1	1.28	2	11%	10%	2.1	3	2	2	0.87	1	27.85	77	2	28
Lo Celso	(M)	TOT	£4.8	12 (8)	417	8	4	2	0	0.42	2	6%	16%	1.4	4	12	0	1.02	2	27.83	148	6	38
Scott	(M)	BOU	£4.9	13 (7)	628	8	3	2	0	0.49	1	6%	11%	1.0	2	7	1	0.51	1	27.75	102	3	27
Osho	(D)	LUT	£4.4	15 (0)	1317	7	2	7	2	1.01	2	6%	8%	1.1	2	1	0	0.05	0	27.56	215	1	35
Osborn	(M)	SHU	£4.8	14 (9)	610	2	0	1	0	0.15	0	5%	10%	0.5	1	6	0	0.37	1	27.35	78	0	20
J.Murphy	(M)	NEW	£4.8	10 (6)	418	14	4	9	2	0.85	1	8%	19%	1.8	5	7	4	0.9	4	27.22	113	3	35
Lockyer	(D)	LUT	£4.2	14 (0)	1171	7	1	7	3	0.99	1	10%	15%	1.3	2	3	1	0.29	1	26.97	162	1	23
Bobb	(M)	MCI	£4.4	9 (8)	177	3	2	3	2	1.35	1	11%	12%	2.2	3	5	2	0.85	2	26.93	83	2	24
Osula	(F)	SHU	£4.3	17 (8)	721	20	7	16	3	1.59	0	11%	9%	1.7	1	1	1	0.13	1	26.76	22	0	21
Bentancur	(M)	TOT	£5.4	11 (4)	490	8	2	5	1	1.15	1	10%	5%	1.8	1	4	0	0.61	0	26.38	69	0	17
Fábio Vieira	(M)	ARS	£5.4	9 (7)	283	6	2	6	1	1.2	1	9%	15%	1.8	4	4	2	0.58	3	25.66	65	0	22
Amrabat	(M)	MUN	£5	13 (6)	624	2	0	0	0	0.05	0	1%	0%	0.3	0	4	0	0.23	0	25.44	83	0	17
Brooks	(M)	SHU	£4.4	13 (5)	654	5	1	2	0	0.32	0	4%	0%	0.5	0	2	0	0.21	0	25.39	58	0	17
Delcroix	(D)	BUR	£4	11 (6)	563	4	2	4	0	0.35	0	5%	0%	0.5	0	4	0	0.12	0	25.13	84	0	7
Martial	(F)	MUN	£6.4	13 (8)	445	6	4	5	1	1.24	1	7%	14%	1.4	2	6	0	0.14	1	25.12	73	2	25
Nelson	(M)	ARS	£4.8	13 (13)	171	3	1	0	0	0.07	0	1%	0%	0.5	0	3	1	0.39	0	25.12	41	0	12
Bradley	(D)	LIV	£4.1	5 (0)	386	7	4	5	0	0.71	1	12%	24%	1.5	4	10	2	0.8	3	25.09	149	5	41
Anderson	(M)	NEW	£4.2	10 (6)	408	7	3	5	1	0.78	0	5%	4%	1.1	1	6	1	0.31	1	24.93	68	0	20
Quansah	(D)	LIV	£4	8 (3)	443	2	0	2	0	0.1	0	1%	0%	0.1	0	0	0	0.05	0	24.89	82	0	15
Godfrey	(D)	EVE	£4.3	8 (1)	582	8	3	7	3	1.06	0	9%	0%	1.3	0	2	0	0.2	0	24.87	79	0	18
James	(D)	CHE	£5.3	8 (3)	391	7	1	4	0	0.3	0	9%	8%	1.3	1	11	6	1.01	1	24.83	95	0	9
Ahamada	(M)	CRY	£4.3	15 (15)	201	5	1	2	0	0.15	0	1%	0%	0.2	0	1	0	0.06	0	24.79	45	0	14
Werner	(F)	TOT	£6.3	6 (1)	418	16	4	12	3	1.54	1	27%	23%	2.8	3	8	2	1.22	2	24.75	96	3	24
Clyne	(D)	CRY	£4.3	10 (3)	716	2	0	1	0	0.04	0	1%	0%	0.1	0	1	0	0.09	0	24.69	109	0	18
Boubacar Traore	(M)	WOL	£4.3	14 (11)	394	4	0	0	0	0.07	0	2%	0%	0.3	0	3	0	0.24	0	24.61	67	0	15
Sangaré	(M)	NFO	£4.9	11 (0)	826	6	0	4	1	0.61	0	7%	0%	1.0	0	6	0	0.36	0	24.48	66	0	19
G.Montiel	(D)	NFO	£4.4	9 (4)	499	2	0	1	0	0.09	0	4%	18%	0.4	2	5	3	0.27	2	24.07	110	3	20
Baptiste	(M)	BRE	£4.3	9 (7)	214	2	2	2	1	0.89	1	8%	7%	1.2	1	2	0	0.28	0	23.74	69	0	16
Clark	(M)	LUT	£4.8	12 (7)	481	4	1	3	0	0.33	0	4%	0%	0.7	0	4	0	0.32	0	23.04	44	0	15
Lowe	(D)	SHU	£4.3	8 (5)	396	2	0	2	2	0.58	0	8%	12%	0.6	1	2	1	0.06	1	23.01	38	0	11
Krafth	(D)	NEW	£4.4	6 (6)	84	1	0	0	0	0.07	0	4%	0%	0.5	0	4	1	0.41	0	22.92	49	1	12
Baldock	(D)	SHU	£3.8	12 (2)	880	1	0	0	0	0.03	0	7%	20%	0.7	2	7	1	0.63	2	22.81	106	2	20
Maatsen	(M)	CHE	£5.1	12 (11)	201	5	1	4	1	0.74	0	4%	0%	0.9	0	2	0	0.2	0	22.78	24	0	11
Hickey	(D)	BRE	£4.4	9 (0)	720	7	1	1	0	0.2	0	2%	0%	0.3	0	1	0	0.13	0	22.48	87	0	17
B.Badiashile	(D)	CHE	£4.4	8 (2)	558	2	1	2	1	0.11	0	6%	8%	0.7	1	3	1	0.63	1	22.43	123	4	18
Johnson	(D)	WHU	£4.4	9 (5)	397	5	1	2	0	0.21	0	2%	0%	0.3	0	0	0	0.07	0	21.93	68	0	12
Cucurella	(D)	CHE	£4.8	9 (1)	705	4	3	3	2	0.85	0	7%	0%	1.1	0	6	0	0.26	0	21.71	104	0	10
Henderson	(G)	CRY	£4.4	8 (0)	720	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0.01	0	21.41	110	0	10
Slimane	(M)	SHU	£4.7	11 (7)	362	6	3	3	2	0.81	0	10%	0%	0.9	0	3	1	0.12	0	21.4	17	0	10
Vinícius	(F)	FUL	£4.5	13 (11)	306	9	5	8	2	1.59	2	9%	10%	1.7	2	5	1	0.11	0	21.3	77	2	22
Bryan	(M)	TOT	£4.9	10 (8)	189	3	1	3	1	0.66	0	5%	0%	0.9	0	3	0	0.21	0	21.29	39	0	11
Shaw	(D)	MUN	£5.2	12 (0)	962	2	0	1	0	0.05	0	4%	6%	0.9	1	13	1	0.89	1	21.25	195	0	31
Dahoud	(M)	BHA	£4.8	9 (3)	454	6	1	0	0	0.22	0	4%	5%	0.8	1	10	2	0.54	1	21.22	68	0	14
Matheus França	(M)	CRY	£4.8	10 (9)	225	8	2	2	0	0.33	0	8%	15%	0.8	2	6	1	0.46	2	21.21	47	0	16
Tavares	(D)	NFO	£4	7 (2)	454	7	1	1	0	0.16	0	6%	0%	0.5	0	2	0	0.38	0	20.69	65	0	10
Redmond	(M)	BUR	£4.7	12 (12)	132	0	0	0	0	0.03	0	4%	0%	0.4	0	4	1	0.37	0	20.3	38	0	11
