Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
134,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,23,1998,25.6,78,3,61,0,8,2,5,2,9,0.35,6,0,1,0,1,1,Matches
135,Ibrahima Diallo,fr FRA,MF,Southampton,23,1999,9.1,10,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,Matches
136,Rúben Dias,pt POR,DF,Manchester City,25,1997,22.2,15,1,11,1,0,3,0,0,1,0.05,1,0,0,0,0,0,Matches
137,Luis Díaz,co COL,FW,Liverpool,25,1997,11.1,41,4,29,0,7,3,2,0,6,0.54,3,0,2,1,0,0,Matches
138,Eric Dier,eng ENG,DF,Tottenham,28,1994,31.3,29,1,24,1,0,4,0,0,2,0.06,1,0,0,1,0,0,Matches
139,Lucas Digne,fr FRA,DF,Aston Villa,29,1993,16.7,29,2,24,4,0,0,1,0,0,0,0,0,0,0,0,0,Matches
140,Issa Diop,fr FRA,DF,Fulham,25,1997,22.4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
141,Moussa Djenepo,ml MLI,"DF,FW",Southampton,24,1998,7.9,17,2.15,12,0,2,1,2,0,4,0.51,2,0,2,0,0,0,Matches
142,Ben Doak,sct SCO,FW,Liverpool,16,2005,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
143,Matt Doherty,ie IRL,"DF,MF",Tottenham,30,1992,7.4,18,2,13,0,2,2,1,0,3,0.41,2,0,0,1,0,0,Matches
144,Gabriel Dos Santos,br BRA,DF,Arsenal,24,1997,37.9,24,1,21,0,0,2,0,1,2,0.05,2,0,0,0,0,0,Matches
145,Abdoulaye Doucouré,ml MLI,MF,Everton,29,1993,17,45,3,38,0,3,2,0,2,3,0.18,3,0,0,0,0,0,Matches
146,Cheick Doucouré,ml MLI,MF,Crystal Palace,22,2000,30.8,61,2,48,0,2,5,2,4,6,0.2,4,0,0,1,0,1,Matches
147,Flynn Downes,eng ENG,MF,West Ham,23,1999,8.5,13,1.54,8,0,0,3,2,0,0,0,0,0,0,0,0,0,Matches
148,Kami Doyle,eng ENG,MF,Southampton,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Cody Drameh,eng ENG,DF,Leeds United,20,2001,0.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
150,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33,1989,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
151,Shane Duffy,ie IRL,"DF,FW",Fulham,30,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
152,Lewis Dunk,eng ENG,DF,Brighton,30,1991,36,32,0.89,31,0,0,1,0,0,2,0.06,2,0,0,0,0,0,Matches
153,Jhon Durán,co COL,"FW,MF",Aston Villa,18,2003,1.5,5,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,Matches
154,Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,18,2003,0.4,1,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
155,Ederson,br BRA,GK,Manchester City,28,1993,35,2,0,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
156,Odsonne Édouard,fr FRA,FW,Crystal Palace,24,1998,20,44,2,32,0,1,9,2,0,4,0.2,4,0,0,0,0,0,Matches
157,Samuel Edozie,eng ENG,"FW,MF",Southampton,19,2003,6.3,20,3,13,0,3,0,4,0,0,0,0,0,0,0,0,0,Matches
158,Anthony Elanga,se SWE,FW,Manchester Utd,20,2002,4.7,17,3.59,13,0,0,3,1,0,1,0.21,1,0,0,0,0,0,Matches
159,Harvey Elliott,eng ENG,"MF,FW",Liverpool,19,2003,17.9,75,4.19,62,1,5,5,1,1,10,0.56,10,0,0,0,0,0,Matches
160,Mohamed Elneny,eg EGY,MF,Arsenal,30,1992,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
161,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,27,1994,24.1,41,1.7,34,0,1,2,3,1,4,0.17,4,0,0,0,0,0,Matches
162,Emerson,br BRA,DF,Tottenham,23,1999,19.3,36,1.87,32,0,0,1,2,1,2,0.1,2,0,0,0,0,0,Matches
163,Christian Eriksen,dk DEN,MF,Manchester Utd,30,1992,22.8,71,3,50,17,1,3,0,0,9,0.4,6,3,0,0,0,0,Matches
164,Pervis Estupiñán,ec ECU,DF,Brighton,24,1998,29.7,87,2.93,78,4,3,0,2,0,8,0.27,7,0,0,0,1,0,Matches
165,Jonny Evans,nir NIR,DF,Leicester City,34,1988,11.7,4,0.34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
166,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,24,1998,29.3,118,4,69,21,11,4,11,2,16,0.55,9,1,5,0,1,0,Matches
167,Łukasz Fabiański,pl POL,GK,West Ham,37,1985,34.6,2,0.06,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
168,Fabinho,br BRA,MF,Liverpool,28,1993,29.7,55,1.85,49,0,0,1,2,3,8,0.27,7,0,0,0,1,0,Matches
169,Wout Faes,be BEL,DF,Leicester City,24,1998,31,22,1,16,0,1,3,0,2,4,0.13,3,0,0,0,0,1,Matches
170,Felipe,br BRA,DF,Nott'ham Forest,33,1989,15.8,15,0.95,10,0,0,4,1,0,1,0.06,1,0,0,0,0,0,Matches
171,João Félix,pt POR,"FW,MF",Chelsea,22,1999,10.5,31,2.96,13,2,6,4,6,0,1,0.1,1,0,0,0,0,0,Matches
172,Evan Ferguson,ie IRL,FW,Brighton,17,2004,10.6,22,2,15,0,1,6,0,0,2,0.19,2,0,0,0,0,0,Matches
173,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,27,1994,36.8,219,6,164,26,8,12,9,0,18,0.49,16,0,0,1,1,0,Matches
174,Enzo Fernández,ar ARG,MF,Chelsea,21,2001,17.2,59,3,49,6,0,2,2,0,6,0.35,6,0,0,0,0,0,Matches
175,Roberto Firmino,br BRA,"FW,MF",Liverpool,30,1991,13.5,46,3.41,36,0,4,6,0,0,7,0.52,4,0,1,2,0,0,Matches
176,Junior Firpo,es ESP,DF,Leeds United,25,1996,15.2,21,1,15,2,0,0,3,1,2,0.13,2,0,0,0,0,0,Matches
177,Phil Foden,eng ENG,FW,Manchester City,22,2000,20.5,99,5,76,9,6,5,3,0,14,0.68,10,0,3,0,1,0,Matches
178,Wesley Fofana,fr FRA,DF,Leicester City,21,2000,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
179,Wesley Fofana,fr FRA,DF,Chelsea,21,2000,13.1,13,1,13,0,0,0,0,0,2,0.15,2,0,0,0,0,0,Matches
180,Pablo Fornals,es ESP,"FW,MF",West Ham,26,1996,16.7,57,3.41,48,4,1,3,0,1,3,0.18,2,0,1,0,0,0,Matches
181,Adam Forshaw,eng ENG,MF,Leeds United,30,1991,5.3,16,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
182,Fraser Forster,eng ENG,GK,Tottenham,34,1988,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
183,Tyrese Francois,au AUS,FW,Fulham,22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
184,Ryan Fraser,sct SCO,FW,Newcastle Utd,28,1994,3.5,8,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
185,Fred,br BRA,MF,Manchester Utd,29,1993,13.9,59,4.25,49,0,1,4,3,2,4,0.29,3,0,0,1,0,0,Matches
186,Ryan Fredericks,eng ENG,DF,Bournemouth,29,1992,5.9,5,1,4,0,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
187,Remo Freuler,ch SUI,MF,Nott'ham Forest,30,1992,24,29,1,27,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
188,Cody Gakpo,nl NED,"FW,MF",Liverpool,23,1999,16.2,49,3,37,0,3,4,3,2,6,0.37,5,0,0,0,1,0,Matches
189,Conor Gallagher,eng ENG,MF,Chelsea,22,2000,18,47,2.61,34,4,4,2,2,1,3,0.17,2,0,1,0,0,0,Matches
190,Idrissa Gana Gueye,sn SEN,MF,Everton,32,1989,28.6,51,2,36,0,1,2,7,5,3,0.1,2,0,0,0,0,1,Matches
191,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,18,2004,6.3,22,3,17,0,3,1,1,0,6,0.95,5,0,1,0,0,0,Matches
192,James Garner,eng ENG,"MF,DF",Everton,21,2001,8.9,19,2,13,3,1,1,1,0,2,0.22,2,0,0,0,0,0,Matches
193,David de Gea,es ESP,GK,Manchester Utd,31,1990,38,5,0.13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
194,Joe Gelhardt,eng ENG,FW,Leeds United,20,2002,2.4,4,1.7,4,0,0,0,0,0,2,0.85,2,0,0,0,0,0,Matches
195,Saman Ghoddos,ir IRN,"MF,FW",Brentford,28,1993,1.5,4,2.57,1,2,0,1,0,0,0,0,0,0,0,0,0,0,Matches
196,Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,22,2000,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,22,2000,33,119,3.6,72,27,9,6,2,3,12,0.36,6,3,1,2,0,0,Matches
198,Bryan Gil,es ESP,"MF,FW",Tottenham,21,2001,1.6,5,3,4,0,1,0,0,0,3,1.82,3,0,0,0,0,0,Matches
199,Billy Gilmour,sct SCO,MF,Brighton,21,2001,5.6,14,2,12,0,0,0,1,1,3,0.53,3,0,0,0,0,0,Matches
200,Degnand Gnonto,it ITA,"FW,MF",Leeds United,18,2003,15,50,3.32,30,3,4,4,8,1,7,0.47,6,1,0,0,0,0,Matches
201,Ben Godfrey,eng ENG,DF,Everton,24,1998,8.9,4,0,4,0,0,0,0,0,2,0.22,2,0,0,0,0,0,Matches
202,João Gomes,br BRA,MF,Wolves,21,2001,7.3,14,2,9,0,1,2,2,0,2,0.28,1,0,0,1,0,0,Matches
203,Toti Gomes,pt POR,DF,Wolves,23,1999,10.9,9,0.82,9,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
204,Joe Gomez,eng ENG,DF,Liverpool,25,1997,16.3,18,1.11,15,1,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches
205,Sergio Gómez,es ESP,"DF,MF",Manchester City,21,2000,3.9,7,2,6,1,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
206,Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,21,2001,5.4,16,3,10,1,1,1,2,1,1,0.18,1,0,0,0,0,0,Matches
207,Anthony Gordon,eng ENG,FW,Everton,21,2001,12.2,23,1.89,13,0,1,6,1,2,0,0,0,0,0,0,0,0,Matches
208,Demarai Gray,jm JAM,"FW,MF",Everton,26,1996,27.9,94,3,41,25,4,11,10,3,5,0.18,3,2,0,0,0,0,Matches
209,Jack Grealish,eng ENG,FW,Manchester City,26,1995,22.8,104,4.55,71,7,6,6,13,1,20,0.88,14,1,0,1,3,1,Matches
210,Sam Greenwood,eng ENG,"MF,FW",Leeds United,20,2002,4.7,24,5,5,18,0,1,0,0,3,0.64,0,2,0,1,0,0,Matches
211,Pascal Groß,de GER,"MF,DF",Brighton,31,1991,36,138,3.83,90,40,1,5,1,1,12,0.33,10,2,0,0,0,0,Matches
212,Vicente Guaita,es ESP,GK,Crystal Palace,35,1987,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
213,Gonçalo Guedes,pt POR,"FW,MF",Wolves,25,1996,7.9,27,3.44,15,3,1,2,5,1,1,0.13,1,0,0,0,0,0,Matches
214,Marc Guéhi,eng ENG,DF,Crystal Palace,22,2000,37,29,1,23,1,0,3,1,1,1,0.03,1,0,0,0,0,0,Matches
215,Bruno Guimarães,br BRA,MF,Newcastle Utd,24,1997,30.3,110,3.63,92,1,3,1,11,2,12,0.4,11,0,0,0,0,1,Matches
216,İlkay Gündoğan,de GER,MF,Manchester City,31,1990,26.1,90,3,71,7,2,4,4,2,17,0.65,13,1,0,1,2,0,Matches
217,Darko Gyabi,eng ENG,FW,Leeds United,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
218,Erling Haaland,no NOR,FW,Manchester City,22,2000,30.8,72,2.34,48,0,5,10,8,1,17,0.55,14,0,0,1,2,0,Matches
219,Lewis Hall,eng ENG,DF,Chelsea,17,2004,7.3,26,4,14,6,2,2,2,0,0,0,0,0,0,0,0,0,Matches
220,Luke Harris,wls WAL,"MF,FW",Fulham,17,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
221,Jack Harrison,eng ENG,"FW,MF",Leeds United,25,1996,30.1,114,3.79,68,27,7,5,5,2,9,0.3,6,1,1,1,0,0,Matches
222,Kai Havertz,de GER,"FW,MF",Chelsea,23,1999,28.5,63,2,54,2,1,5,1,0,4,0.14,3,0,0,1,0,0,Matches
223,Jan Paul van Hecke,nl NED,DF,Brighton,22,2000,3.3,2,0.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
224,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,26,1996,12.6,30,2.39,25,0,2,1,2,0,2,0.16,2,0,0,0,0,0,Matches
225,Dean Henderson,eng ENG,GK,Nott'ham Forest,25,1997,18,3,0.17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
226,Jordan Henderson,eng ENG,MF,Liverpool,32,1990,23,72,3.13,65,1,0,3,1,2,7,0.3,5,0,0,1,1,0,Matches
227,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,35,1987,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
228,Rico Henry,eng ENG,DF,Brentford,25,1997,36,51,1,43,1,1,2,2,2,5,0.14,4,0,0,0,1,0,Matches
229,Son Heung-min,kr KOR,"MF,FW",Tottenham,30,1992,32.1,122,4,74,27,7,10,4,0,13,0.4,8,3,2,0,0,0,Matches
230,Aaron Hickey,sct SCO,DF,Brentford,20,2002,21.3,20,0.94,14,1,1,2,2,0,2,0.09,1,0,0,1,0,0,Matches
231,Jack Hinshelwood,eng ENG,FW,Brighton,17,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
232,Joseph Hodge,ie IRL,MF,Wolves,19,2002,1.9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
233,Rob Holding,eng ENG,DF,Arsenal,26,1995,6.3,6,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
234,Mason Holgate,eng ENG,DF,Everton,25,1996,5.6,11,2,8,2,0,1,0,0,2,0.36,2,0,0,0,0,0,Matches
235,Will Hughes,eng ENG,MF,Crystal Palace,27,1995,9.4,17,1.82,12,2,0,2,1,0,1,0.11,0,0,0,1,0,0,Matches
236,Omari Hutchinson,eng ENG,FW,Chelsea,18,2003,0.3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
237,Pierre Højbjerg,dk DEN,MF,Tottenham,26,1995,34.8,97,2.79,89,0,2,2,1,3,14,0.4,14,0,0,0,0,0,Matches
238,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,25,1996,12.5,45,4,33,1,4,5,2,0,6,0.48,6,0,0,0,0,0,Matches
239,Danny Ings,eng ENG,FW,West Ham,30,1992,8.6,12,1.4,11,0,1,0,0,0,3,0.35,3,0,0,0,0,0,Matches
240,Danny Ings,eng ENG,FW,Aston Villa,30,1992,9.2,16,1.75,12,0,2,2,0,0,1,0.11,0,0,1,0,0,0,Matches
241,Alexander Isak,se SWE,FW,Newcastle Utd,22,1999,16.9,49,2.9,29,0,5,11,3,1,5,0.3,1,0,2,1,1,0,Matches
242,Daniel Iversen,dk DEN,GK,Leicester City,25,1997,12,1,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
243,Alex Iwobi,ng NGA,"MF,FW",Everton,26,1996,37.5,120,3.2,91,9,8,7,3,2,9,0.24,8,0,0,0,1,0,Matches
244,Daniel James,wls WAL,FW,Leeds United,24,1997,2.2,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
245,Daniel James,wls WAL,FW,Fulham,24,1997,6.9,11,1.59,10,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
246,Reece James,eng ENG,"DF,MF",Chelsea,22,1999,13.8,47,3,36,5,3,2,1,0,3,0.22,2,0,0,0,1,0,Matches
247,Vitaly Janelt,de GER,"MF,DF",Brentford,24,1998,24.5,47,2,39,1,2,3,0,2,4,0.16,4,0,0,0,0,0,Matches
248,Pontus Jansson,se SWE,DF,Brentford,31,1991,8,2,0,1,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
249,Mathias Jensen,dk DEN,MF,Brentford,26,1996,31.1,103,3,48,47,1,3,3,1,13,0.42,7,4,0,1,0,1,Matches
250,Gabriel Jesus,br BRA,FW,Arsenal,25,1997,22.9,83,3.62,43,1,12,11,13,3,12,0.52,8,0,1,1,2,0,Matches
251,Raúl Jiménez,mx MEX,FW,Wolves,31,1991,9.4,18,1.92,12,0,1,3,2,0,2,0.21,1,0,0,1,0,0,Matches
252,Joelinton,br BRA,"MF,FW",Newcastle Utd,25,1996,29.6,80,3,54,1,9,8,7,1,10,0.34,4,1,2,2,1,0,Matches
253,Ben Johnson,eng ENG,DF,West Ham,22,2000,9.6,8,0.83,7,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
254,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,21,2001,32.6,55,1.69,36,0,6,7,5,1,11,0.34,5,0,1,3,2,0,Matches
255,Sam Johnstone,eng ENG,GK,Crystal Palace,29,1993,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
256,Curtis Jones,eng ENG,MF,Liverpool,21,2001,11.5,38,3,31,0,4,1,1,1,4,0.35,3,0,1,0,0,0,Matches
257,Jorginho,it ITA,MF,Arsenal,30,1991,9.5,21,2,19,0,0,0,0,2,5,0.53,4,0,0,0,0,1,Matches
258,Jorginho,it ITA,MF,Chelsea,30,1991,14.2,29,2,29,0,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
259,Mateo Joseph,eng ENG,"FW,MF",Leeds United,18,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
260,Diogo Jota,pt POR,FW,Liverpool,25,1996,12.6,33,3,23,0,3,5,2,0,5,0.4,4,0,1,0,0,0,Matches
261,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,22,2000,4.7,20,4.22,12,7,1,0,0,0,1,0.21,1,0,0,0,0,0,Matches
262,James Justin,eng ENG,DF,Leicester City,24,1998,13.9,21,2,17,0,2,0,2,0,2,0.14,0,0,1,0,1,0,Matches
263,Mathias Jørgensen,dk DEN,DF,Brentford,32,1990,12.3,9,1,5,4,0,0,0,0,1,0.08,0,1,0,0,0,0,Matches
264,Sasa Kalajdzic,at AUT,FW,Wolves,25,1997,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
265,Boubacar Kamara,fr FRA,MF,Aston Villa,22,1999,19.7,23,1.17,19,0,1,0,3,0,4,0.2,2,0,1,0,1,0,Matches
266,Harry Kane,eng ENG,FW,Tottenham,29,1993,37.8,131,3.46,89,2,13,12,12,3,18,0.48,10,0,2,3,3,0,Matches
267,N'Golo Kanté,fr FRA,MF,Chelsea,31,1991,5.8,24,4,22,0,1,1,0,0,2,0.35,2,0,0,0,0,0,Matches
268,Michael Keane,eng ENG,DF,Everton,29,1993,10.9,10,1,8,0,0,1,1,0,2,0.18,2,0,0,0,0,0,Matches
269,Neeskens Kebano,cd COD,FW,Fulham,30,1992,8.5,24,3,16,2,0,2,3,1,5,0.59,4,0,0,1,0,0,Matches
270,Thilo Kehrer,de GER,DF,West Ham,25,1996,24.8,24,0.97,17,4,0,3,0,0,4,0.16,2,1,0,1,0,0,Matches
271,Naby Keïta,gn GUI,MF,Liverpool,27,1995,3.3,12,3.67,10,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
272,Caoimhín Kelleher,ie IRL,GK,Liverpool,23,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Lloyd Kelly,eng ENG,DF,Bournemouth,23,1998,22.7,16,0.71,13,1,0,1,1,0,2,0.09,2,0,0,0,0,0,Matches
274,Max Kilman,eng ENG,DF,Wolves,25,1997,36.7,23,0.63,20,0,0,2,1,0,2,0.05,1,0,0,1,0,0,Matches
275,Jakub Kiwior,pl POL,DF,Arsenal,22,2000,4.7,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
276,Mateusz Klich,pl POL,"MF,FW",Leeds United,32,1990,3.1,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
277,Robin Koch,de GER,DF,Leeds United,26,1996,35.3,15,0.43,11,2,0,2,0,0,2,0.06,2,0,0,0,0,0,Matches
278,Ibrahima Konaté,fr FRA,DF,Liverpool,23,1999,17.2,17,0.99,12,0,1,2,1,1,1,0.06,1,0,0,0,0,0,Matches
279,Ezri Konsa,eng ENG,DF,Aston Villa,24,1997,36.9,15,0,13,0,0,1,1,0,2,0.05,2,0,0,0,0,0,Matches
280,Kalidou Koulibaly,sn SEN,DF,Chelsea,31,1991,20,21,1,17,0,0,2,0,2,3,0.15,3,0,0,0,0,0,Matches
281,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,32,1989,9.8,10,1.02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
282,Mateo Kovačić,hr CRO,MF,Chelsea,28,1994,19,62,3,53,1,2,4,0,2,3,0.16,3,0,0,0,0,0,Matches
283,Emil Krafth,se SWE,DF,Newcastle Utd,27,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
284,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,22,2000,23,97,4.22,71,5,15,5,0,1,11,0.48,9,1,1,0,0,0,Matches
285,Layvin Kurzawa,fr FRA,DF,Fulham,29,1992,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Adam Lallana,eng ENG,"MF,FW",Brighton,34,1988,8,22,3,22,0,0,0,0,0,2,0.25,2,0,0,0,0,0,Matches
287,Tariq Lamptey,gh GHA,DF,Brighton,21,2000,5,14,3,12,0,1,0,1,0,0,0,0,0,0,0,0,0,Matches
288,Manuel Lanzini,ar ARG,"MF,FW",West Ham,29,1993,2.8,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
289,Aymeric Laporte,es ESP,DF,Manchester City,28,1994,11,17,1.54,16,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
290,Juan Larios,es ESP,DF,Southampton,18,2004,1.7,1,0.59,1,0,0,0,0,0,1,0.59,1,0,0,0,0,0,Matches
291,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,28,1993,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
292,Roméo Lavia,be BEL,MF,Southampton,18,2004,24.7,41,2,31,2,3,1,3,1,3,0.12,1,0,0,0,1,1,Matches
293,Dexter Lembikisa,jm JAM,DF,Wolves,18,2003,0.3,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
294,Mario Lemina,ga GAB,MF,Wolves,28,1993,14.4,8,0.55,6,0,0,0,0,2,2,0.14,1,0,0,0,0,1,Matches
295,Clément Lenglet,fr FRA,DF,Tottenham,27,1995,22.4,23,1.03,20,1,0,0,1,1,5,0.22,5,0,0,0,0,0,Matches
296,Bernd Leno,de GER,GK,Fulham,30,1992,36,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
297,Jefferson Lerma,co COL,MF,Bournemouth,27,1994,36.1,47,1.3,42,2,0,2,1,0,1,0.03,1,0,0,0,0,0,Matches
298,Jamal Lewis,nir NIR,"DF,FW",Newcastle Utd,24,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
299,Rico Lewis,eng ENG,"DF,MF",Manchester City,17,2004,10,27,3,24,1,0,1,1,0,0,0,0,0,0,0,0,0,Matches
300,Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,21,2001,3.6,8,2,2,0,2,4,0,0,2,0.56,0,0,0,2,0,0,Matches
301,Victor Lindelöf,se SWE,DF,Manchester Utd,28,1994,15.2,6,0.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
302,Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,29,1992,10.3,25,2,18,1,2,3,1,0,2,0.2,1,0,0,1,0,0,Matches
303,Valentino Livramento,eng ENG,"DF,FW",Southampton,19,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
304,Diego Llorente,es ESP,DF,Leeds United,28,1993,7.2,6,0.83,5,0,0,1,0,0,1,0.14,1,0,0,0,0,0,Matches
305,Hugo Lloris,fr FRA,GK,Tottenham,35,1986,24.5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
306,Renan Lodi,br BRA,DF,Nott'ham Forest,24,1998,24.6,30,1.22,22,6,0,1,1,0,4,0.16,3,0,0,1,0,0,Matches
307,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,26,1996,17.1,36,2.11,31,0,3,1,1,0,4,0.23,4,0,0,0,0,0,Matches
308,Sean Longstaff,eng ENG,MF,Newcastle Utd,24,1997,28,62,2,46,1,2,7,6,0,6,0.21,4,0,0,1,1,0,Matches
309,Jamal Lowe,jm JAM,"MF,FW",Bournemouth,28,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
310,Douglas Luiz,br BRA,MF,Aston Villa,24,1998,32.5,96,3,61,26,4,1,1,3,12,0.37,9,1,0,0,0,2,Matches
311,Saša Lukić,rs SRB,MF,Fulham,25,1996,4.6,5,1,4,0,0,0,0,1,1,0.22,0,0,0,0,0,1,Matches
312,Lyanco,br BRA,DF,Southampton,25,1997,13.1,9,0.69,6,1,1,1,0,0,0,0,0,0,0,0,0,0,Matches
313,Alexis Mac Allister,ar ARG,MF,Brighton,23,1998,32.1,106,3.31,76,7,9,8,4,2,8,0.25,7,0,1,0,0,0,Matches
314,James Maddison,eng ENG,"MF,FW",Leicester City,25,1996,27.6,138,5,76,29,12,7,12,2,13,0.47,10,1,1,0,1,0,Matches
315,Noni Madueke,eng ENG,FW,Chelsea,20,2002,7.1,24,3,19,0,4,1,0,0,1,0.14,1,0,0,0,0,0,Matches
316,Harry Maguire,eng ENG,DF,Manchester Utd,29,1993,8.5,5,1,5,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
317,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,31,1991,21.3,116,5,74,17,7,10,6,2,21,0.98,13,2,2,3,0,1,Matches
318,Kobbie Mainoo,eng ENG,MF,Manchester Utd,17,2005,0.1,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
319,Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,24,1997,15.6,24,2,22,0,1,0,1,0,2,0.13,1,0,0,0,1,0,Matches
320,Tyrell Malacia,nl NED,DF,Manchester Utd,22,1999,15.5,19,1.22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Orel Mangala,be BEL,MF,Nott'ham Forest,24,1998,17.2,13,1,11,0,0,0,2,0,1,0.06,1,0,0,0,0,0,Matches
