Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
170,Jean-Philippe Gbamin,ci CIV,MF,Everton,24,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6bd603db
171,David de Gea,es ESP,GK,Manchester Utd,29,1990,25.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7ba6d84e
172,Anwar El Ghazi,nl NED,FW,Aston Villa,25,1995,17.9,10,60,26,43.3,3.35,1.45,0.10,0.23,21.7,6,4,4,8.4,5.3,0.09,+1.6,+0.7,Matches,ffa90327
173,Kieran Gibbs,eng ENG,DF,West Brom,30,1989,9.0,0,1,0,0.0,0.11,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,46ee5234
174,Morgan Gibbs-White,eng ENG,MFFW,Wolves,20,2000,4.6,1,10,4,40.0,2.17,0.87,0.10,0.25,21.1,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,32f60ed8
175,Billy Gilmour,sct SCO,MF,Chelsea,19,2001,2.9,0,1,0,0.0,0.34,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,df10e27c
176,Olivier Giroud,fr FRA,FW,Chelsea,33,1986,8.3,4,29,10,34.5,3.49,1.20,0.14,0.40,11.6,0,0,0,4.2,4.2,0.15,-0.2,-0.2,Matches,16ceb862
177,Ben Godfrey,eng ENG,DF,Everton,22,1998,29.8,0,14,2,14.3,0.47,0.07,0.00,0.00,16.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,9f7c837d
178,André Gomes,pt POR,MF,Everton,27,1993,17.4,0,14,3,21.4,0.80,0.17,0.00,0.00,26.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,1961b2aa
179,Joe Gomez,eng ENG,DF,Liverpool,23,1997,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7a11550b
180,Anthony Gordon,eng ENG,FWMF,Everton,19,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2bd83368
181,Karlan Grant,eng ENG,FWMF,West Brom,22,1997,12.5,1,16,9,56.3,1.28,0.72,0.06,0.11,15.7,1,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches,87f7500e
182,Demarai Gray,eng ENG,FW,Leicester City,24,1996,0.2,0,1,0,0.0,4.74,0.00,0.00,,29.7,1,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,4468ec10
183,Jack Grealish,eng ENG,FWMF,Aston Villa,24,1995,24.3,6,50,17,34.0,2.06,0.70,0.12,0.35,17.0,2,0,0,4.6,4.6,0.09,+1.4,+1.4,Matches,b0b4fd3e
184,Mason Greenwood,eng ENG,FW,Manchester Utd,18,2001,20.2,7,67,23,34.3,3.31,1.14,0.10,0.30,16.8,0,0,0,6.0,6.0,0.09,+1.0,+1.0,Matches,58eee997
185,Pascal Groß,de GER,MFDF,Brighton,29,1991,27.6,3,28,4,14.3,1.01,0.14,0.00,0.00,22.2,6,3,4,4.9,1.7,0.06,-1.9,-1.7,Matches,8aec0537
186,Kamil Grosicki,pl POL,MFFW,West Brom,32,1988,1.6,0,3,0,0.0,1.82,0.00,0.00,,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,81d8091f
187,Vicente Guaita,es ESP,GK,Crystal Palace,33,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ab13a5aa
188,İlkay Gündoğan,de GER,MF,Manchester City,29,1990,22.5,13,52,21,40.4,2.31,0.93,0.23,0.57,17.3,4,1,2,9.0,7.4,0.14,+4.0,+4.6,Matches,819b3158
189,Antwoine Hackford,eng ENG,DF,Sheffield Utd,16,2004,0.1,0,1,0,0.0,8.18,0.00,0.00,,10.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,a7588cdc
190,Sébastien Haller,ci CIV,FW,West Ham,26,1994,10.4,3,25,11,44.0,2.40,1.06,0.12,0.27,10.2,0,0,0,2.9,2.9,0.11,+0.1,+0.1,Matches,ba115a40
191,Rekeem Harper,eng ENG,MF,West Brom,20,2000,0.4,0,1,1,100.0,2.81,2.81,0.00,0.00,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,3c066877
192,Jack Harrison,eng ENG,MFFW,Leeds United,23,1996,31.6,8,45,19,42.2,1.42,0.60,0.18,0.42,15.6,1,0,0,5.8,5.8,0.13,+2.2,+2.2,Matches,aa849a12
193,Kortney Hause,eng ENG,DF,Aston Villa,25,1995,7.0,1,5,1,20.0,0.71,0.14,0.20,1.00,7.9,0,0,0,1.0,1.0,0.21,0.0,0.0,Matches,bf8fad51
194,Kai Havertz,de GER,MFFW,Chelsea,21,1999,16.9,4,33,16,48.5,1.95,0.95,0.12,0.25,13.1,0,0,0,5.5,5.5,0.17,-1.5,-1.5,Matches,fed7cb61
195,Isaac Hayden,eng ENG,MFDF,Newcastle Utd,25,1995,21.6,0,16,2,12.5,0.74,0.09,0.00,0.00,20.4,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,c951a6df
196,Michael Hector,jm JAM,DF,Fulham,28,1992,2.9,0,1,0,0.0,0.34,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,5f1a2f31
197,Ahmed Hegazi,eg EGY,DF,West Brom,29,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5540c9dc
198,Dean Henderson,eng ENG,GK,Manchester Utd,23,1997,12.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e5a76dfe
199,Jordan Henderson,eng ENG,MFDF,Liverpool,30,1990,18.9,1,14,4,28.6,0.74,0.21,0.07,0.25,19.1,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches,935e6b8f
200,Jeff Hendrick,ie IRL,MF,Newcastle Utd,28,1992,15.8,2,10,2,20.0,0.63,0.13,0.20,1.00,18.7,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches,989d5705
201,Pablo Hernández,es ESP,MF,Leeds United,35,1985,4.7,0,15,3,20.0,3.16,0.63,0.00,0.00,19.0,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches,c0398aca
202,Son Heung-min,kr KOR,FW,Tottenham,28,1992,34.6,17,67,35,52.2,1.94,1.01,0.24,0.46,17.5,1,1,1,9.7,8.9,0.13,+7.3,+7.1,Matches,92e7e919
203,Ki-Jana Hoever,nl NED,DFMF,Wolves,18,2002,6.4,0,1,0,0.0,0.16,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,9a71e978
204,Rob Holding,eng ENG,DF,Arsenal,24,1995,28.4,0,14,2,14.3,0.49,0.07,0.00,0.00,12.8,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,d79a8c87
205,Mason Holgate,eng ENG,DF,Everton,23,1996,25.4,1,5,3,60.0,0.20,0.12,0.20,0.33,11.8,0,0,0,1.0,1.0,0.19,0.0,0.0,Matches,d0042ab9
206,Conor Hourihane,ie IRL,MF,Aston Villa,29,1991,2.5,1,5,2,40.0,2.00,0.80,0.20,0.50,22.7,2,0,0,0.7,0.7,0.13,+0.3,+0.3,Matches,fcab00a0
207,Callum Hudson-Odoi,eng ENG,FWDF,Chelsea,19,2000,11.8,2,23,6,26.1,1.95,0.51,0.09,0.33,19.3,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches,15f3ec41
208,Niall Huggins,wls WAL,DF,Leeds United,19,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6d646ff7
209,Pierre Højbjerg,dk DEN,MF,Tottenham,24,1995,38.0,2,14,7,50.0,0.37,0.18,0.14,0.29,24.0,0,0,0,1.1,1.1,0.08,+0.9,+0.9,Matches,8b04d6c1
210,Odion Ighalo,ng NGA,FW,Manchester Utd,31,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,03622183
211,Kelechi Iheanacho,ng NGA,FW,Leicester City,23,1996,16.2,12,58,24,41.4,3.58,1.48,0.21,0.50,17.6,1,0,1,8.2,7.4,0.13,+3.8,+4.6,Matches,c92e1a31
212,Danny Ings,eng ENG,FW,Southampton,28,1992,24.1,12,55,24,43.6,2.28,0.99,0.18,0.42,15.9,0,2,2,8.5,6.9,0.13,+3.5,+3.1,Matches,07802f7f
213,Branislav Ivanović,rs SRB,DF,West Brom,36,1984,8.5,0,4,1,25.0,0.47,0.12,0.00,0.00,7.7,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,85f8571a
214,Alex Iwobi,ng NGA,FWMF,Everton,24,1996,17.1,1,15,3,20.0,0.88,0.18,0.07,0.33,18.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches,6ca5ec4b
215,José Izquierdo,co COL,DF,Brighton,28,1992,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,32.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,ca2bc3df
216,Phil Jagielka,eng ENG,DF,Sheffield Utd,37,1982,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3233eefd
217,Alireza Jahanbakhsh,ir IRN,FWMF,Brighton,26,1993,5.9,0,18,3,16.7,3.07,0.51,0.00,0.00,18.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches,08452314
218,Daniel James,wls WAL,FW,Manchester Utd,22,1997,10.1,3,17,6,35.3,1.68,0.59,0.18,0.50,17.2,0,0,0,2.2,2.2,0.13,+0.8,+0.8,Matches,c931d9f9
219,Reece James,eng ENG,DF,Chelsea,20,1999,26.4,1,34,11,32.4,1.29,0.42,0.03,0.09,21.6,4,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches,1265a93a
220,Alexandre Jankewitz,ch SUI,MF,Southampton,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7c39363f
221,Daniel Jebbison,eng ENG,FW,Sheffield Utd,17,2003,3.2,1,4,2,50.0,1.27,0.63,0.25,0.50,11.7,0,0,0,1.1,1.1,0.29,-0.1,-0.1,Matches,03edb878
222,Gabriel Jesus,br BRA,FW,Manchester City,23,1997,22.9,9,55,16,29.1,2.40,0.70,0.16,0.56,13.7,0,0,0,8.7,8.7,0.16,+0.3,+0.3,Matches,b66315ae
223,Raúl Jiménez,mx MEX,FW,Wolves,29,1991,9.1,4,26,10,38.5,2.84,1.09,0.15,0.40,16.2,0,0,0,2.4,2.4,0.09,+1.6,+1.6,Matches,b561db50
224,Joelinton,br BRA,FWMF,Newcastle Utd,23,1996,22.0,4,43,19,44.2,1.95,0.86,0.07,0.16,15.4,0,1,1,5.4,4.6,0.11,-1.4,-1.6,Matches,c17bfb65
225,Ben Johnson,eng ENG,DFFW,West Ham,20,2000,5.8,1,3,1,33.3,0.52,0.17,0.33,1.00,22.5,0,0,0,0.4,0.4,0.14,+0.6,+0.6,Matches,9319781b
226,Sam Johnstone,eng ENG,GK,West Brom,27,1993,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9e5708be
227,Curtis Jones,eng ENG,MF,Liverpool,19,2001,13.1,1,19,9,47.4,1.45,0.69,0.05,0.11,19.4,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches,4fb9c88f
228,Jorginho,it ITA,MF,Chelsea,28,1991,22.3,7,5,0,0.0,0.22,0.00,0.00,,47.9,0,7,9,7.3,0.2,0.03,-0.3,-0.2,Matches,45db685d
229,Willian José,br BRA,FW,Wolves,28,1991,12.3,1,19,7,36.8,1.54,0.57,0.05,0.14,15.1,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches,d87e2cae
230,Diogo Jota,pt POR,FW,Liverpool,23,1996,12.4,9,46,26,56.5,3.72,2.10,0.20,0.35,14.4,0,0,0,6.4,6.4,0.14,+2.6,+2.6,Matches,178ae8f8
231,James Justin,eng ENG,DF,Leicester City,22,1998,23.0,2,10,3,30.0,0.43,0.13,0.20,0.67,14.8,0,0,0,2.2,2.2,0.22,-0.2,-0.2,Matches,fb614c44
232,Ozan Kabak,tr TUR,DF,Liverpool,20,2000,8.9,0,1,0,0.0,0.11,0.00,0.00,,4.6,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,2d61d13a
233,Aboubakar Kamara,mr MTN,FWMF,Fulham,25,1995,3.5,0,4,2,50.0,1.14,0.57,0.00,0.00,20.4,0,0,0,0.5,0.5,0.14,-0.5,-0.5,Matches,4047c976
234,Harry Kane,eng ENG,FW,Tottenham,27,1993,34.2,23,133,47,35.3,3.88,1.37,0.14,0.40,18.3,14,4,4,20.1,16.9,0.13,+2.9,+2.1,Matches,21a66f6a
235,N'Golo Kanté,fr FRA,MF,Chelsea,29,1991,23.8,0,10,3,30.0,0.42,0.13,0.00,0.00,21.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,b9fbae28
236,Moise Kean,it ITA,FWMF,Everton,20,2000,0.2,0,1,0,0.0,6.00,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,3d50bcdb
237,Michael Keane,eng ENG,DF,Everton,27,1993,33.2,3,16,6,37.5,0.48,0.18,0.19,0.50,12.7,0,0,0,1.5,1.5,0.09,+1.5,+1.5,Matches,c5b7c315
238,Neeskens Kebano,cd COD,FWMF,Fulham,28,1992,1.3,0,6,0,0.0,4.54,0.00,0.00,,20.0,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,18b999f4
239,Naby Keïta,gn GUI,MF,Liverpool,25,1995,5.8,0,9,2,22.2,1.56,0.35,0.00,0.00,21.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,f25c8e3a
240,Caoimhín Kelleher,ie IRL,GK,Liverpool,21,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,62d7ef38
241,Martin Kelly,eng ENG,DF,Crystal Palace,30,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d7492450
242,Jonjoe Kenny,eng ENG,DF,Everton,23,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,099e666f
243,Reda Khadra,de GER,MF,Brighton,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,88acf83f
244,Max Kilman,eng ENG,DF,Wolves,23,1997,14.6,0,7,2,28.6,0.48,0.14,0.00,0.00,12.2,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches,d0f72bf1
245,Joshua King,no NOR,MFFW,Everton,28,1992,1.6,0,3,1,33.3,1.82,0.61,0.00,0.00,13.8,0,0,0,0.6,0.6,0.20,-0.6,-0.6,Matches,43458538
246,Mateusz Klich,pl POL,MF,Leeds United,30,1990,26.6,4,34,9,26.5,1.28,0.34,0.06,0.22,22.9,0,2,2,3.0,1.4,0.04,+1.0,+0.6,Matches,282679b4
247,Robin Koch,de GER,DFMF,Leeds United,24,1996,12.6,0,9,1,11.1,0.72,0.08,0.00,0.00,12.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,ea6bc03a
248,Sead Kolašinac,ba BIH,DF,Arsenal,27,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3935e52e
249,Terence Kongolo,nl NED,DF,Fulham,26,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1f9a3a04
250,Ezri Konsa,eng ENG,DF,Aston Villa,22,1997,35.5,2,22,7,31.8,0.62,0.20,0.09,0.29,9.7,0,0,0,2.4,2.4,0.11,-0.4,-0.4,Matches,0313a347
251,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,30,1989,34.7,1,7,2,28.6,0.20,0.06,0.14,0.50,11.2,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches,8d3c902d
252,Mateo Kovačić,hr CRO,MF,Chelsea,26,1994,20.2,0,23,4,17.4,1.14,0.20,0.00,0.00,24.3,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches,79c0821a
253,Emil Krafth,se SWE,DF,Newcastle Utd,25,1994,14.3,1,7,3,42.9,0.49,0.21,0.14,0.33,22.8,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,77cf6852
254,Filip Krovinović,hr CRO,MF,West Brom,24,1995,6.1,0,8,2,25.0,1.32,0.33,0.00,0.00,25.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,c2dfedeb
255,Alexandre Lacazette,fr FRA,FW,Arsenal,29,1991,21.4,13,42,25,59.5,1.97,1.17,0.24,0.40,14.9,3,3,3,11.7,9.3,0.22,+1.3,+0.7,Matches,9dbb75ca
256,Adam Lallana,eng ENG,MFFW,Brighton,32,1988,17.7,1,22,5,22.7,1.24,0.28,0.05,0.20,17.3,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches,99813635
257,Érik Lamela,ar ARG,FWMF,Tottenham,28,1992,8.0,1,21,9,42.9,2.64,1.13,0.05,0.11,20.4,4,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,abe66106
258,Tariq Lamptey,gh GHA,DFMF,Brighton,19,2000,9.8,1,6,2,33.3,0.61,0.20,0.17,0.50,11.9,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches,f4e433d4
259,Manuel Lanzini,ar ARG,MFFW,West Ham,27,1993,6.3,1,12,3,25.0,1.91,0.48,0.08,0.33,18.4,1,0,0,1.0,1.0,0.08,0.0,0.0,Matches,26f6dca8
260,Aymeric Laporte,es ESP,DF,Manchester City,26,1994,14.9,0,6,1,16.7,0.40,0.07,0.00,0.00,13.1,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches,119b9a8e
261,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,26,1993,18.1,2,15,3,20.0,0.83,0.17,0.13,0.67,10.6,0,0,0,1.3,1.3,0.09,+0.7,+0.7,Matches,450ab6fc
262,Maxime Le Marchand,fr FRA,DF,Fulham,30,1989,1.4,0,1,0,0.0,0.73,0.00,0.00,,34.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,321a71a7
263,Mario Lemina,ga GAB,MF,Fulham,26,1993,18.9,1,19,2,10.5,1.00,0.11,0.05,0.50,24.2,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches,2b471f99
264,Bernd Leno,de GER,GK,Arsenal,28,1992,34.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2628fd2b
265,Khanya Leshabela,za RSA,MF,Leicester City,20,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,383e68b1
266,Jamal Lewis,nir NIR,DF,Newcastle Utd,22,1998,20.4,0,3,1,33.3,0.15,0.05,0.00,0.00,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,efb9215a
267,Victor Lindelöf,se SWE,DF,Manchester Utd,26,1994,28.7,1,4,1,25.0,0.14,0.03,0.25,1.00,6.4,0,0,0,0.6,0.6,0.15,+0.4,+0.4,Matches,f5deef4c
268,Jesse Lingard,eng ENG,MFFW,West Ham,27,1992,15.8,9,40,20,50.0,2.53,1.27,0.20,0.40,21.4,1,1,2,4.5,2.8,0.07,+4.5,+5.2,Matches,810e3c74
269,Jake Livermore,eng ENG,MF,West Brom,30,1989,13.8,0,5,0,0.0,0.36,0.00,0.00,,19.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,b98570d1
270,Diego Llorente,es ESP,DF,Leeds United,26,1993,13.4,1,8,3,37.5,0.60,0.22,0.13,0.33,17.4,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches,bba30585
271,Hugo Lloris,fr FRA,GK,Tottenham,33,1986,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8f62b6ee
272,Giovani Lo Celso,ar ARG,MF,Tottenham,24,1996,10.5,1,15,5,33.3,1.43,0.48,0.07,0.20,19.0,1,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches,d7553721
273,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,24,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e97fd090
274,Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,24,1996,21.2,1,35,8,22.9,1.65,0.38,0.03,0.13,16.6,0,0,0,3.4,3.4,0.10,-2.4,-2.4,Matches,e97fd090
275,Kevin Long,ie IRL,DF,Burnley,29,1990,7.1,0,2,0,0.0,0.28,0.00,0.00,,9.3,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches,5a4280b1
276,Shane Long,ie IRL,FW,Southampton,33,1987,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,9f472354
277,Matthew Longstaff,eng ENG,MF,Newcastle Utd,20,2000,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c0027d2d
278,Sean Longstaff,eng ENG,MF,Newcastle Utd,22,1997,15.7,0,15,5,33.3,0.96,0.32,0.00,0.00,19.8,1,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches,a2b105e0
279,Ademola Lookman,ng NGA,FWMF,Fulham,22,1997,30.5,4,68,22,32.4,2.23,0.72,0.06,0.18,17.8,4,0,1,6.3,5.5,0.08,-2.3,-1.5,Matches,7c104bb7
280,Max Lowe,eng ENG,DF,Sheffield Utd,23,1997,6.1,0,2,1,50.0,0.33,0.16,0.00,0.00,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,7af88b33
281,Matthew Lowton,eng ENG,DF,Burnley,31,1989,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,24.9,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches,9a9c05db
282,David Luiz,br BRA,DF,Arsenal,33,1987,15.5,1,15,2,13.3,0.97,0.13,0.07,0.50,19.0,3,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches,c0e27d1a
283,Douglas Luiz,br BRA,MF,Aston Villa,22,1998,30.9,0,26,8,30.8,0.84,0.26,0.00,0.00,23.9,1,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches,6f7d826d
284,John Lundstram,eng ENG,MF,Sheffield Utd,26,1994,22.6,0,19,4,21.1,0.84,0.18,0.00,0.00,23.8,1,0,1,1.9,1.1,0.06,-1.9,-1.1,Matches,0df2b165
285,Alexis Mac Allister,ar ARG,MFFW,Brighton,21,1998,12.4,1,24,3,12.5,1.94,0.24,0.04,0.33,22.5,1,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches,83d074ff
286,James Maddison,eng ENG,MF,Leicester City,23,1996,23.3,8,75,23,30.7,3.22,0.99,0.11,0.35,24.7,13,0,0,3.8,3.8,0.05,+4.2,+4.2,Matches,ee38d9c5
287,Harry Maguire,eng ENG,DF,Manchester Utd,27,1993,33.9,2,36,9,25.0,1.06,0.27,0.06,0.22,12.8,0,0,0,2.3,2.2,0.06,-0.3,-0.2,Matches,d8931174
288,Riyad Mahrez,dz ALG,FW,Manchester City,29,1991,21.7,9,58,22,37.9,2.68,1.02,0.16,0.41,17.0,3,0,0,4.7,4.7,0.08,+4.3,+4.3,Matches,892d5bb1
289,Ainsley Maitland-Niles,eng ENG,MFDF,Arsenal,22,1997,5.4,0,2,1,50.0,0.37,0.18,0.00,0.00,20.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,e3a5814e
290,Ainsley Maitland-Niles,eng ENG,MF,West Brom,22,1997,13.7,0,10,3,30.0,0.73,0.22,0.00,0.00,23.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,e3a5814e
291,Josh Maja,ng NGA,FW,Fulham,21,1998,9.0,3,20,7,35.0,2.22,0.78,0.10,0.29,14.3,0,1,1,4.5,3.7,0.19,-1.5,-1.7,Matches,bc0bfc64
292,Sadio Mané,sn SEN,FW,Liverpool,28,1992,31.2,11,94,34,36.2,3.01,1.09,0.12,0.32,13.7,0,0,0,14.1,14.1,0.15,-3.1,-3.1,Matches,c691bfe2
293,Javier Manquillo,es ESP,DF,Newcastle Utd,26,1994,9.2,0,1,0,0.0,0.11,0.00,0.00,,24.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,758dd7f0
294,Fernando Marçal,br BRA,DFMF,Wolves,31,1989,6.9,0,2,0,0.0,0.29,0.00,0.00,,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,9ae9eaea
295,Solly March,eng ENG,DFMF,Brighton,26,1994,18.6,2,22,4,18.2,1.18,0.22,0.09,0.50,17.0,1,0,0,1.7,1.7,0.08,+0.3,+0.3,Matches,bb5fbd2b
296,Pablo Marí,es ESP,DF,Arsenal,26,1993,10.0,0,2,0,0.0,0.20,0.00,0.00,,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,aa54ec6f
297,Anthony Martial,fr FRA,FW,Manchester Utd,24,1995,16.4,4,43,20,46.5,2.61,1.22,0.09,0.20,14.0,0,0,0,6.5,6.5,0.15,-2.5,-2.5,Matches,8b788c01
298,Martinelli,br BRA,FW,Arsenal,19,2001,6.5,2,20,8,40.0,3.06,1.22,0.10,0.25,14.1,0,0,0,3.3,3.3,0.17,-1.3,-1.3,Matches,48a5a5d6
299,Emiliano Martínez,ar ARG,GK,Aston Villa,27,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7956236f
300,Arthur Masuaku,cd COD,DFMF,West Ham,26,1993,11.2,0,6,2,33.3,0.54,0.18,0.00,0.00,21.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,57df7a11
301,Juan Mata,es ESP,FWMF,Manchester Utd,32,1988,5.7,1,4,3,75.0,0.71,0.53,0.00,0.00,21.5,0,1,1,1.0,0.2,0.06,0.0,-0.2,Matches,29733c72
302,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23,1997,2.5,1,4,2,50.0,1.63,0.81,0.25,0.50,10.6,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches,50e6dc35
303,Nemanja Matić,rs SRB,MF,Manchester Utd,31,1988,12.3,0,6,3,50.0,0.49,0.24,0.00,0.00,22.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,eb7822d7
304,Joël Matip,cm CMR,DF,Liverpool,28,1991,7.7,1,5,2,40.0,0.65,0.26,0.20,0.50,7.3,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches,b217ef29
305,Neal Maupay,fr FRA,FWMF,Brighton,23,1996,27.9,8,67,22,32.8,2.40,0.79,0.07,0.23,14.8,0,3,4,13.2,10.1,0.15,-5.2,-5.1,Matches,4bcf39f6
306,James McArthur,sct SCO,MF,Crystal Palace,32,1987,16.3,0,6,0,0.0,0.37,0.00,0.00,,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,cee31595
307,Oliver McBurnie,sct SCO,FW,Sheffield Utd,24,1996,14.7,1,30,12,40.0,2.04,0.82,0.03,0.08,12.5,0,0,0,3.9,3.9,0.13,-2.9,-2.9,Matches,78b8ac63
